model,shots,book,answer,ground_truth_stem,answer_clean
llama3.2:1b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
llama3.2:1b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False,True,False
llama3.2:1b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False,True,False
llama3.2:1b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False,True,False
llama3.2:1b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False,True,False
llama3.2:1b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
llama3.2:1b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False,True,False
llama3.2:1b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False.,True,False
llama3.2:1b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False,True,False
llama3.2:1b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False.,True,False
llama3.2:1b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False.,True,False
llama3.2:1b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
llama3.2:1b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,False.,True,False
mistral:7b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
mistral:7b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,0,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,1,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,5,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
gemma3:12b,10,How to Hear the Universe: Gaby González and the Search for Einstein's Ripples in Space-Time,True,True,True
llama3.2:1b,0,0-06-113024-9,False.,False,False
llama3.2:1b,0,0-06-113024-9,False.,False,False
llama3.2:1b,0,0-06-113024-9,False,False,False
llama3.2:1b,0,0-06-113024-9,False.,False,False
llama3.2:1b,0,0-06-113024-9,False,False,False
llama3.2:1b,1,0-06-113024-9,False,False,False
llama3.2:1b,1,0-06-113024-9,False,False,False
llama3.2:1b,1,0-06-113024-9,True,False,True
llama3.2:1b,1,0-06-113024-9,False,False,False
llama3.2:1b,1,0-06-113024-9,False,False,False
llama3.2:1b,5,0-06-113024-9,True,False,True
llama3.2:1b,5,0-06-113024-9,False,False,False
llama3.2:1b,5,0-06-113024-9,False,False,False
llama3.2:1b,5,0-06-113024-9,True,False,True
llama3.2:1b,5,0-06-113024-9,True.,False,True
llama3.2:1b,10,0-06-113024-9,False.,False,False
llama3.2:1b,10,0-06-113024-9,False,False,False
llama3.2:1b,10,0-06-113024-9,False.,False,False
llama3.2:1b,10,0-06-113024-9,False.,False,False
llama3.2:1b,10,0-06-113024-9,False.,False,False
mistral:7b,0,0-06-113024-9,False,False,False
mistral:7b,0,0-06-113024-9,"False, this book ""0-06-113024-9"" is not a STEM book. It is a work of literature focused on social issues and personal experiences, not science, technology, engineering, or mathematics.",False,False
mistral:7b,0,0-06-113024-9,"False. The book ""0-06-113024-9"", titled ""Black Boy"" by Richard Wright, is not a STEM (Science, Technology, Engineering, Mathematics) book. It falls under the genre of Literature and Social Sciences.",False,False
mistral:7b,0,0-06-113024-9,"False. The book ""0-06-113024-9: Black Boy"" by Richard Wright is not a STEM book. It belongs to the Literature category, specifically Autobiography/Memoir.",False,False
mistral:7b,0,0-06-113024-9,False,False,False
mistral:7b,1,0-06-113024-9,False,False,False
mistral:7b,1,0-06-113024-9,False,False,False
mistral:7b,1,0-06-113024-9,False,False,False
mistral:7b,1,0-06-113024-9,False,False,False
mistral:7b,1,0-06-113024-9,False,False,False
mistral:7b,5,0-06-113024-9,False,False,False
mistral:7b,5,0-06-113024-9,False,False,False
mistral:7b,5,0-06-113024-9,False,False,False
mistral:7b,5,0-06-113024-9,False,False,False
mistral:7b,5,0-06-113024-9,False,False,False
mistral:7b,10,0-06-113024-9,False,False,False
mistral:7b,10,0-06-113024-9,"False. This book is not STEM (Science, Technology, Engineering, Mathematics). It focuses on social and political themes rather than scientific or technical subjects.",False,False
mistral:7b,10,0-06-113024-9,False,False,False
mistral:7b,10,0-06-113024-9,False,False,False
mistral:7b,10,0-06-113024-9,False,False,False
gemma3:12b,0,0-06-113024-9,False,False,False
gemma3:12b,0,0-06-113024-9,False,False,False
gemma3:12b,0,0-06-113024-9,False,False,False
gemma3:12b,0,0-06-113024-9,False,False,False
gemma3:12b,0,0-06-113024-9,False,False,False
gemma3:12b,1,0-06-113024-9,False,False,False
gemma3:12b,1,0-06-113024-9,False,False,False
gemma3:12b,1,0-06-113024-9,False,False,False
gemma3:12b,1,0-06-113024-9,False,False,False
gemma3:12b,1,0-06-113024-9,False,False,False
gemma3:12b,5,0-06-113024-9,False,False,False
gemma3:12b,5,0-06-113024-9,False,False,False
gemma3:12b,5,0-06-113024-9,False,False,False
gemma3:12b,5,0-06-113024-9,False,False,False
gemma3:12b,5,0-06-113024-9,False,False,False
gemma3:12b,10,0-06-113024-9,False,False,False
gemma3:12b,10,0-06-113024-9,False,False,False
gemma3:12b,10,0-06-113024-9,False,False,False
gemma3:12b,10,0-06-113024-9,False,False,False
gemma3:12b,10,0-06-113024-9,False,False,False
llama3.2:1b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False.,True,False
llama3.2:1b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
llama3.2:1b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
llama3.2:1b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
llama3.2:1b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
llama3.2:1b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False.,True,False
llama3.2:1b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
llama3.2:1b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
llama3.2:1b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
llama3.2:1b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,False,True,False
mistral:7b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,5,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
mistral:7b,10,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,0,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
gemma3:12b,1,The Brilliant Calculator: How Mathematician Edith Clarke Helped Electrify America,True,True,True
